exports_from,exports_to,exports_year,section_id,section_name,trade_value,trade_id
usa,chn,2015,9,Wood Products,2081755362,trade_b_93
usa,chn,2015,10,Paper Goods,4389309313,trade_b_94
usa,chn,2015,11,Textiles,1783146853,trade_b_95
usa,chn,2015,12,Footwear and Headwear,98245814,trade_b_96
usa,chn,2015,13,Stone And Glass,691892948,trade_b_97
usa,chn,2015,14,Precious Metals,837165774,trade_b_98
usa,chn,2015,15,Metals,5876316860,trade_b_99
usa,chn,2015,16,Machines,24561780258,trade_b_100
usa,chn,2015,17,Transportation,27279650635,trade_b_101
usa,chn,2015,18,Instruments,9582068353,trade_b_102
usa,chn,2015,19,Weapons,1579614,trade_b_103
usa,chn,2015,20,Miscellaneous,541301748,trade_b_104
usa,chn,2015,21,Arts and Antiques,96091592,trade_b_105
usa,chn,2016,1,Animal Products,2073368802,trade_b_106
usa,chn,2016,2,Vegetable Products,16767804742,trade_b_107
usa,chn,2016,3,Animal and Vegetable Bi-Products,157716675,trade_b_108
usa,chn,2016,4,Foodstuffs,2197167290,trade_b_109
