exports_from,exports_to,exports_year,section_id,section_name,trade_value,trade_id
mex,usa,2020,12,Footwear and Headwear,520551566,t_a_474
mex,usa,2020,13,Stone And Glass,3237908647,t_a_475
mex,usa,2020,14,Precious Metals,4978009032,t_a_476
mex,usa,2020,15,Metals,12610807652,t_a_477
mex,usa,2020,16,Machines,1.31E+11,t_a_478
mex,usa,2020,17,Transportation,83075687242,t_a_479
mex,usa,2020,18,Instruments,16826972653,t_a_480
mex,usa,2020,19,Weapons,85725987,t_a_481
mex,usa,2020,20,Miscellaneous,10647611747,t_a_482
mex,usa,2020,21,Arts and Antiques,29731819,t_a_483
mex,usa,2019,1,Animal Products,2730381522,t_a_484
mex,usa,2019,2,Vegetable Products,13471862014,t_a_485
mex,usa,2019,3,Animal and Vegetable Bi-Products,219997393,t_a_486
mex,usa,2019,4,Foodstuffs,11814134763,t_a_487
mex,usa,2019,5,Mineral Products,13255756879,t_a_488
mex,usa,2019,6,Chemical Products,4815078571,t_a_489
mex,usa,2019,7,Plastics and Rubbers,8779151820,t_a_490
mex,usa,2019,8,Animal Hides,400570567,t_a_491
mex,usa,2019,9,Wood Products,523911255,t_a_492
mex,usa,2019,10,Paper Goods,1856130085,t_a_493
mex,usa,2019,11,Textiles,5582516933,t_a_494
mex,usa,2019,12,Footwear and Headwear,618599921,t_a_495
mex,usa,2019,13,Stone And Glass,3353275621,t_a_496
mex,usa,2019,14,Precious Metals,4365290912,t_a_497
mex,usa,2019,15,Metals,13340865412,t_a_498
mex,usa,2019,16,Machines,1.40E+11,t_a_499
mex,usa,2019,17,Transportation,1.05E+11,t_a_500
mex,usa,2019,18,Instruments,17819936964,t_a_501
mex,usa,2019,19,Weapons,57409949,t_a_502
mex,usa,2019,20,Miscellaneous,11912748230,t_a_503
mex,usa,2019,21,Arts and Antiques,62509485,t_a_504
mex,usa,2018,1,Animal Products,2725007959,t_a_505
mex,usa,2018,2,Vegetable Products,12303457330,t_a_506
mex,usa,2018,3,Animal and Vegetable Bi-Products,204354206,t_a_507
mex,usa,2018,4,Foodstuffs,10836183153,t_a_508
mex,usa,2018,5,Mineral Products,16098579605,t_a_509
mex,usa,2018,6,Chemical Products,4636810706,t_a_510
mex,usa,2018,7,Plastics and Rubbers,8938117670,t_a_511
mex,usa,2018,8,Animal Hides,464083868,t_a_512
mex,usa,2018,9,Wood Products,467395838,t_a_513
mex,usa,2018,10,Paper Goods,1987775295,t_a_514
mex,usa,2018,11,Textiles,5634299219,t_a_515
mex,usa,2018,12,Footwear and Headwear,676198756,t_a_516
mex,usa,2018,13,Stone And Glass,3185984431,t_a_517
mex,usa,2018,14,Precious Metals,4294675831,t_a_518
mex,usa,2018,15,Metals,13726909135,t_a_519
mex,usa,2018,16,Machines,1.38E+11,t_a_520
mex,usa,2018,17,Transportation,94092166274,t_a_521
mex,usa,2018,18,Instruments,17240385644,t_a_522
mex,usa,2018,19,Weapons,60741160,t_a_523
mex,usa,2018,20,Miscellaneous,12376564976,t_a_524
mex,usa,2018,21,Arts and Antiques,40305873,t_a_525
mex,usa,2017,1,Animal Products,2527643773,t_a_526
mex,usa,2017,2,Vegetable Products,11811816653,t_a_527
mex,usa,2017,3,Animal and Vegetable Bi-Products,154761368,t_a_528
mex,usa,2017,4,Foodstuffs,10239200667,t_a_529
mex,usa,2017,5,Mineral Products,12170403733,t_a_530
mex,usa,2017,6,Chemical Products,4385994998,t_a_531
mex,usa,2017,7,Plastics and Rubbers,8041788433,t_a_532
mex,usa,2017,8,Animal Hides,341218361,t_a_533
mex,usa,2017,9,Wood Products,423301011,t_a_534
mex,usa,2017,10,Paper Goods,1931243990,t_a_535
mex,usa,2017,11,Textiles,5442426983,t_a_536
mex,usa,2017,12,Footwear and Headwear,579105506,t_a_537
mex,usa,2017,13,Stone And Glass,2968743151,t_a_538
mex,usa,2017,14,Precious Metals,4553308502,t_a_539
mex,usa,2017,15,Metals,12213408920,t_a_540
mex,usa,2017,16,Machines,1.29E+11,t_a_541
mex,usa,2017,17,Transportation,86143608484,t_a_542
mex,usa,2017,18,Instruments,15508494091,t_a_543
mex,usa,2017,19,Weapons,52515176,t_a_544
mex,usa,2017,20,Miscellaneous,12284346711,t_a_545
mex,usa,2017,21,Arts and Antiques,47033254,t_a_546
mex,usa,2016,1,Animal Products,2370154013,t_a_547
mex,usa,2016,2,Vegetable Products,11156667340,t_a_548
mex,usa,2016,3,Animal and Vegetable Bi-Products,148287939,t_a_549
mex,usa,2016,4,Foodstuffs,8959474275,t_a_550
mex,usa,2016,5,Mineral Products,9321341184,t_a_551
mex,usa,2016,6,Chemical Products,4054974215,t_a_552
mex,usa,2016,7,Plastics and Rubbers,7565837181,t_a_553
mex,usa,2016,8,Animal Hides,373477495,t_a_554
mex,usa,2016,9,Wood Products,377432199,t_a_555
mex,usa,2016,10,Paper Goods,1786223696,t_a_556
mex,usa,2016,11,Textiles,5486089807,t_a_557
mex,usa,2016,12,Footwear and Headwear,559924463,t_a_558
mex,usa,2016,13,Stone And Glass,2954051591,t_a_559
mex,usa,2016,14,Precious Metals,4680895190,t_a_560
mex,usa,2016,15,Metals,10759540971,t_a_561
mex,usa,2016,16,Machines,1.19E+11,t_a_562
mex,usa,2016,17,Transportation,75707231511,t_a_563
mex,usa,2016,18,Instruments,14526876881,t_a_564
mex,usa,2016,19,Weapons,75145247,t_a_565
mex,usa,2016,20,Miscellaneous,11984326198,t_a_566
mex,usa,2016,21,Arts and Antiques,74271351,t_a_567
mex,usa,2015,1,Animal Products,2418593581,t_a_568
mex,usa,2015,2,Vegetable Products,10132700668,t_a_569
mex,usa,2015,3,Animal and Vegetable Bi-Products,127897390,t_a_570
mex,usa,2015,4,Foodstuffs,8343089549,t_a_571
mex,usa,2015,5,Mineral Products,14531387023,t_a_572
mex,usa,2015,6,Chemical Products,4136778325,t_a_573
mex,usa,2015,7,Plastics and Rubbers,7241946369,t_a_574
mex,usa,2015,8,Animal Hides,405030132,t_a_575
mex,usa,2015,9,Wood Products,382617010,t_a_576
mex,usa,2015,10,Paper Goods,1838080060,t_a_577
mex,usa,2015,11,Textiles,5731292554,t_a_578
mex,usa,2015,12,Footwear and Headwear,622982149,t_a_579
mex,usa,2015,13,Stone And Glass,3019445261,t_a_580
mex,usa,2015,14,Precious Metals,5364378642,t_a_581
mex,usa,2015,15,Metals,10920016149,t_a_582
mex,usa,2015,16,Machines,1.21E+11,t_a_583
mex,usa,2015,17,Transportation,79154653378,t_a_584
mex,usa,2015,18,Instruments,13476725317,t_a_585
mex,usa,2015,19,Weapons,65765022,t_a_586
mex,usa,2015,20,Miscellaneous,11649220383,t_a_587
mex,usa,2015,21,Arts and Antiques,66964785,t_a_588
mex,usa,2014,1,Animal Products,2317466853,t_a_589
mex,usa,2014,2,Vegetable Products,9212434358,t_a_590
mex,usa,2014,3,Animal and Vegetable Bi-Products,129229393,t_a_591
mex,usa,2014,4,Foodstuffs,8064339610,t_a_592
mex,usa,2014,5,Mineral Products,30914053859,t_a_593
mex,usa,2014,6,Chemical Products,4228497871,t_a_594
mex,usa,2014,7,Plastics and Rubbers,7081493556,t_a_595
mex,usa,2014,8,Animal Hides,397094198,t_a_596
mex,usa,2014,9,Wood Products,347513760,t_a_597
mex,usa,2014,10,Paper Goods,1731500128,t_a_598
mex,usa,2014,11,Textiles,5842277548,t_a_599
mex,usa,2014,12,Footwear and Headwear,619621445,t_a_600
mex,usa,2014,13,Stone And Glass,2821161824,t_a_601
mex,usa,2014,14,Precious Metals,6102630877,t_a_602
mex,usa,2014,15,Metals,11729641504,t_a_603
mex,usa,2014,16,Machines,1.17E+11,t_a_604
mex,usa,2014,17,Transportation,72920721197,t_a_605
mex,usa,2014,18,Instruments,12809249212,t_a_606
mex,usa,2014,19,Weapons,69175780,t_a_607
mex,usa,2014,20,Miscellaneous,11100120870,t_a_608
mex,usa,2014,21,Arts and Antiques,24106825,t_a_609
mex,usa,2013,1,Animal Products,1799872557,t_a_610
mex,usa,2013,2,Vegetable Products,8848388711,t_a_611
mex,usa,2013,3,Animal and Vegetable Bi-Products,106791272,t_a_612
mex,usa,2013,4,Foodstuffs,7952657708,t_a_613
mex,usa,2013,5,Mineral Products,36164327086,t_a_614
mex,usa,2013,6,Chemical Products,4009836692,t_a_615
mex,usa,2013,7,Plastics and Rubbers,6398679307,t_a_616
mex,usa,2013,8,Animal Hides,398470038,t_a_617
mex,usa,2013,9,Wood Products,340423326,t_a_618
mex,usa,2013,10,Paper Goods,1576540904,t_a_619
mex,usa,2013,11,Textiles,5734964185,t_a_620
mex,usa,2013,12,Footwear and Headwear,654533844,t_a_621
mex,usa,2013,13,Stone And Glass,2678049599,t_a_622
mex,usa,2013,14,Precious Metals,7286167722,t_a_623
mex,usa,2013,15,Metals,10731639058,t_a_624
mex,usa,2013,16,Machines,1.11E+11,t_a_625
mex,usa,2013,17,Transportation,63894423221,t_a_626
mex,usa,2013,18,Instruments,11558798663,t_a_627
mex,usa,2013,19,Weapons,43167664,t_a_628
mex,usa,2013,20,Miscellaneous,9657204251,t_a_629
mex,usa,2013,21,Arts and Antiques,40149929,t_a_630
mex,usa,2012,1,Animal Products,1764963449,t_a_631
mex,usa,2012,2,Vegetable Products,8014116357,t_a_632
mex,usa,2012,3,Animal and Vegetable Bi-Products,125114556,t_a_633
mex,usa,2012,4,Foodstuffs,6873448978,t_a_634
mex,usa,2012,5,Mineral Products,40249100809,t_a_635
mex,usa,2012,6,Chemical Products,3848858706,t_a_636
mex,usa,2012,7,Plastics and Rubbers,6203332270,t_a_637
mex,usa,2012,8,Animal Hides,467030792,t_a_638
mex,usa,2012,9,Wood Products,302349762,t_a_639
mex,usa,2012,10,Paper Goods,1383896205,t_a_640
mex,usa,2012,11,Textiles,5647709860,t_a_641
mex,usa,2012,12,Footwear and Headwear,578459729,t_a_642
mex,usa,2012,13,Stone And Glass,2446515053,t_a_643
mex,usa,2012,14,Precious Metals,9759035755,t_a_644
mex,usa,2012,15,Metals,10699971517,t_a_645
mex,usa,2012,16,Machines,1.08E+11,t_a_646
mex,usa,2012,17,Transportation,56185210220,t_a_647
mex,usa,2012,18,Instruments,10691005799,t_a_648
mex,usa,2012,19,Weapons,28838509,t_a_649
mex,usa,2012,20,Miscellaneous,8718199344,t_a_650
mex,usa,2012,21,Arts and Antiques,11674350,t_a_651
mex,usa,2011,1,Animal Products,1605011713,t_a_652
mex,usa,2011,2,Vegetable Products,7826029887,t_a_653
mex,usa,2011,3,Animal and Vegetable Bi-Products,98194711,t_a_654
mex,usa,2011,4,Foodstuffs,7196100354,t_a_655
mex,usa,2011,5,Mineral Products,44725241732,t_a_656
mex,usa,2011,6,Chemical Products,3644785620,t_a_657
mex,usa,2011,7,Plastics and Rubbers,5498056717,t_a_658
mex,usa,2011,8,Animal Hides,364345775,t_a_659
mex,usa,2011,9,Wood Products,269216239,t_a_660
mex,usa,2011,10,Paper Goods,1447239599,t_a_661
mex,usa,2011,11,Textiles,5806445230,t_a_662
mex,usa,2011,12,Footwear and Headwear,456754359,t_a_663
mex,usa,2011,13,Stone And Glass,2274714762,t_a_664
mex,usa,2011,14,Precious Metals,9882197456,t_a_665
mex,usa,2011,15,Metals,10525825165,t_a_666
mex,usa,2011,16,Machines,1.01E+11,t_a_667
mex,usa,2011,17,Transportation,48518934917,t_a_668
mex,usa,2011,18,Instruments,10098446739,t_a_669
mex,usa,2011,19,Weapons,31425001,t_a_670
mex,usa,2011,20,Miscellaneous,7426649820,t_a_671
mex,usa,2011,21,Arts and Antiques,13110426,t_a_672
mex,usa,2010,1,Animal Products,1263484186,t_a_673
mex,usa,2010,2,Vegetable Products,6777398416,t_a_674
mex,usa,2010,3,Animal and Vegetable Bi-Products,80526346,t_a_675
mex,usa,2010,4,Foodstuffs,6097039479,t_a_676
mex,usa,2010,5,Mineral Products,34193904077,t_a_677
mex,usa,2010,6,Chemical Products,3091168254,t_a_678
mex,usa,2010,7,Plastics and Rubbers,4786295173,t_a_679
mex,usa,2010,8,Animal Hides,275639750,t_a_680
mex,usa,2010,9,Wood Products,263802547,t_a_681
mex,usa,2010,10,Paper Goods,1398231976,t_a_682
mex,usa,2010,11,Textiles,5455353160,t_a_683
mex,usa,2010,12,Footwear and Headwear,387386917,t_a_684
mex,usa,2010,13,Stone And Glass,2187323514,t_a_685
mex,usa,2010,14,Precious Metals,6791989898,t_a_686
mex,usa,2010,15,Metals,8446740483,t_a_687
mex,usa,2010,16,Machines,92085496920,t_a_688
mex,usa,2010,17,Transportation,41600470973,t_a_689
mex,usa,2010,18,Instruments,9276772522,t_a_690
mex,usa,2010,19,Weapons,28333463,t_a_691
mex,usa,2010,20,Miscellaneous,6838835727,t_a_692
mex,usa,2010,21,Arts and Antiques,44751237,t_a_693
