From,To,Year,Section ID,Section,HS2 ID,HS2,Trade Value,,,From,To,Year,Section ID,Section,
usa,jpn,2014,11,Textiles,1160,Fabrics; knitted or crocheted,4531371,,,mex,usa,2012,6,Chemical Products,3848858706
usa,jpn,2014,11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,111605391,,,mex,usa,2012,7,Plastics and Rubbers,6203332270
usa,jpn,2014,11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,103216879,,,mex,usa,2012,8,Animal Hides,467030792
usa,jpn,2014,11,Textiles,1163,Textiles rags,38520458,,,mex,usa,2012,9,Wood Products,302349762
usa,jpn,2014,12,Footwear and Headwear,1264,Footwear,67414458,,,mex,usa,2012,10,Paper Goods,1383896205
usa,jpn,2014,12,Footwear and Headwear,1265,Headgear and parts thereof,18459772,,,mex,usa,2012,11,Textiles,5647709860
usa,jpn,2014,12,Footwear and Headwear,1266,Umbrellas,576893,,,mex,usa,2012,12,Footwear and Headwear,578459729
usa,jpn,2014,12,Footwear and Headwear,1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",951262,,,mex,usa,2012,13,Stone And Glass,2446515053
usa,jpn,2014,13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",186074422,,,mex,usa,2012,14,Precious Metals,9759035755
usa,jpn,2014,13,Stone And Glass,1369,Ceramic products,85076163,,,mex,usa,2012,15,Metals,10699971517
usa,jpn,2014,13,Stone And Glass,1370,Glass and glassware,288368474,,,mex,usa,2012,16,Machines,1.08166E+11
usa,jpn,2014,14,Precious Metals,1471,"Precious metals, gems and jewelry",1485755054,,,mex,usa,2012,17,Transportation,56185210220
usa,jpn,2014,15,Metals,1572,Iron and steel,135229649,,,mex,usa,2012,18,Instruments,10691005799
usa,jpn,2014,15,Metals,1573,Iron or steel articles,398921365,,,mex,usa,2012,19,Weapons,28838509
usa,jpn,2014,15,Metals,1574,Copper and articles thereof,158527633,,,mex,usa,2012,20,Miscellaneous,8718199344
usa,jpn,2014,15,Metals,1575,Nickel and articles thereof,157515737,,,mex,usa,2012,21,Arts and Antiques,11674350
usa,jpn,2014,15,Metals,1576,Aluminium and articles thereof,357480535,,,mex,usa,2011,1,Animal Products,1605011713
usa,jpn,2014,15,Metals,1578,Lead and articles thereof,2232427,,,mex,usa,2011,2,Vegetable Products,7826029887
usa,jpn,2014,15,Metals,1579,Zinc and articles thereof,7466472,,,mex,usa,2011,3,Animal and Vegetable Bi-Products,98194711
usa,jpn,2014,15,Metals,1580,Tin; articles thereof,11306537,,,mex,usa,2011,4,Foodstuffs,7196100354
usa,jpn,2014,15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",247948159,,,mex,usa,2011,5,Mineral Products,44725241732
usa,jpn,2014,15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",112641135,,,mex,usa,2011,6,Chemical Products,3644785620
usa,jpn,2014,15,Metals,1583,Metal; miscellaneous products of base metal,159750883,,,mex,usa,2011,7,Plastics and Rubbers,5498056717
usa,jpn,2014,16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",6895824480,,,mex,usa,2011,8,Animal Hides,364345775
usa,jpn,2014,16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",5578831361,,,mex,usa,2011,9,Wood Products,269216239
usa,jpn,2014,17,Transportation,1786,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",27483544,,,mex,usa,2011,10,Paper Goods,1447239599
usa,jpn,2014,17,Transportation,1787,Vehicles,1374025878,,,mex,usa,2011,11,Textiles,5806445230
usa,jpn,2014,17,Transportation,1788,"Aircraft, spacecraft and parts ",3855263817,,,mex,usa,2011,12,Footwear and Headwear,456754359
usa,jpn,2014,17,Transportation,1789,"Ships, boats and floating structures",57260290,,,mex,usa,2011,13,Stone And Glass,2274714762
usa,jpn,2014,18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",8127066451,,,mex,usa,2011,14,Precious Metals,9882197456
usa,jpn,2014,18,Instruments,1891,Clocks and watches and parts thereof,35617188,,,mex,usa,2011,15,Metals,10525825165
usa,jpn,2014,18,Instruments,1892,Musical instruments; parts and accessories of such articles,137752238,,,mex,usa,2011,16,Machines,1.01076E+11
usa,jpn,2014,19,Weapons,1993,Arms and ammunition; parts and accessories thereof,263050975,,,mex,usa,2011,17,Transportation,48518934917
usa,jpn,2014,20,Miscellaneous,2094,Furniture,250099673,,,mex,usa,2011,18,Instruments,10098446739
usa,jpn,2014,20,Miscellaneous,2095,Toys,242814972,,,mex,usa,2011,19,Weapons,31425001
usa,jpn,2014,20,Miscellaneous,2096,Miscellaneous manufactured articles,40495015,,,mex,usa,2011,20,Miscellaneous,7426649820
usa,jpn,2014,21,Arts and Antiques,2197,Works of art; collectors' pieces and antiques,118239905,,,mex,usa,2011,21,Arts and Antiques,13110426
usa,jpn,2015,1,Animal Products,101,Animals; live,52159167,,,mex,usa,2010,1,Animal Products,1263484186
usa,jpn,2015,1,Animal Products,102,Meat and edible meat offal,2749515705,,,mex,usa,2010,2,Vegetable Products,6777398416
usa,jpn,2015,1,Animal Products,103,Aquatic Animals,969856976,,,mex,usa,2010,3,Animal and Vegetable Bi-Products,80526346
usa,jpn,2015,1,Animal Products,104,Edible Animal By-Products,243627574,,,mex,usa,2010,4,Foodstuffs,6097039479
usa,jpn,2015,1,Animal Products,105,Other Animal Products,54002126,,,mex,usa,2010,5,Mineral Products,34193904077
usa,jpn,2015,2,Vegetable Products,206,"Live trees, plants, bulbs, roots and cut flowers",5593036,,,mex,usa,2010,6,Chemical Products,3091168254
usa,jpn,2015,2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,226870584,,,mex,usa,2010,7,Plastics and Rubbers,4786295173
usa,jpn,2015,2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",937386544,,,mex,usa,2010,8,Animal Hides,275639750
usa,jpn,2015,2,Vegetable Products,209,"Coffee, tea, mate and spices",58177783,,,mex,usa,2010,9,Wood Products,263802547
usa,jpn,2015,2,Vegetable Products,210,Cereals,3342223845,,,mex,usa,2010,10,Paper Goods,1398231976
usa,jpn,2015,2,Vegetable Products,211,"Products of the milling industry; malt, starches, inulin, wheat gluten",50631176,,,mex,usa,2010,11,Textiles,5455353160
usa,jpn,2015,2,Vegetable Products,212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1734059158,,,mex,usa,2010,12,Footwear and Headwear,387386917
usa,jpn,2015,2,Vegetable Products,213,"Lac; gums, resins and other vegetable saps and extracts",27775606,,,mex,usa,2010,13,Stone And Glass,2187323514
usa,jpn,2015,2,Vegetable Products,214,Vegetable plaiting materials; vegetable products not elsewhere specified or included,5354448,,,mex,usa,2010,14,Precious Metals,6791989898
usa,jpn,2015,3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",58430043,,,mex,usa,2010,15,Metals,8446740483
usa,jpn,2015,4,Foodstuffs,416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",176033916,,,mex,usa,2010,16,Machines,92085496920
usa,jpn,2015,4,Foodstuffs,417,Sugars and sugar confectionery,86597848,,,mex,usa,2010,17,Transportation,41600470973
usa,jpn,2015,4,Foodstuffs,418,Cocoa and cocoa preparations,51461132,,,mex,usa,2010,18,Instruments,9276772522
usa,jpn,2015,4,Foodstuffs,419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",125564118,,,mex,usa,2010,19,Weapons,28333463
usa,jpn,2015,4,Foodstuffs,420,"Preparations of vegetables, fruit, nuts or other parts of plants",544614752,,,mex,usa,2010,20,Miscellaneous,6838835727
usa,jpn,2015,4,Foodstuffs,421,Miscellaneous edible preparations,296483044,,,mex,usa,2010,21,Arts and Antiques,44751237
usa,jpn,2015,4,Foodstuffs,422,"Beverages, spirits and vinegar",380579757,,,,,,,,
usa,jpn,2015,4,Foodstuffs,423,"Food industries, residues and wastes thereof; prepared animal fodder",364600819,,,,,,,,
usa,jpn,2015,4,Foodstuffs,424,Tobacco and manufactured tobacco substitutes,325236525,,,,,,,,
usa,jpn,2015,5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",198316712,,,,,,,,
usa,jpn,2015,5,Mineral Products,526,"Ores, slag and ash",312881233,,,,,,,,
usa,jpn,2015,5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2162886676,,,,,,,,
usa,jpn,2015,6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",1125990213,,,,,,,,
usa,jpn,2015,6,Chemical Products,629,Organic chemicals,2325395339,,,,,,,,
usa,jpn,2015,6,Chemical Products,630,Pharmaceutical products,3788717961,,,,,,,,
usa,jpn,2015,6,Chemical Products,631,Fertilizers,204938209,,,,,,,,
usa,jpn,2015,6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",213916096,,,,,,,,
usa,jpn,2015,6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",431268350,,,,,,,,
usa,jpn,2015,6,Chemical Products,634,"Soap, organic surface-active agents, others",224010379,,,,,,,,
usa,jpn,2015,6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,134646539,,,,,,,,
usa,jpn,2015,6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,45522898,,,,,,,,
usa,jpn,2015,6,Chemical Products,637,Photographic or cinematographic goods,116419260,,,,,,,,
usa,jpn,2015,6,Chemical Products,638,Chemical products n.e.s.,1307846846,,,,,,,,
usa,jpn,2015,7,Plastics and Rubbers,739,Plastics and articles thereof,1803819184,,,,,,,,
usa,jpn,2015,7,Plastics and Rubbers,740,Rubber and rubber articles,264221820,,,,,,,,
usa,jpn,2015,8,Animal Hides,841,Raw leather from different animals,28866573,,,,,,,,
usa,jpn,2015,8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",77790027,,,,,,,,
usa,jpn,2015,8,Animal Hides,843,Furskins and artificial fur; manufactures thereof,981691,,,,,,,,
usa,jpn,2015,9,Wood Products,944,Wood and articles of wood; wood charcoal,759217791,,,,,,,,
usa,jpn,2015,9,Wood Products,945,Cork and articles of cork,115499,,,,,,,,
usa,jpn,2015,9,Wood Products,946,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",225014,,,,,,,,
usa,jpn,2015,10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material,503511711,,,,,,,,
usa,jpn,2015,10,Paper Goods,1048,Paper Articles,583192954,,,,,,,,
usa,jpn,2015,10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",166665987,,,,,,,,
usa,jpn,2015,11,Textiles,1150,Silk,115317,,,,,,,,
usa,jpn,2015,11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",786185,,,,,,,,
usa,jpn,2015,11,Textiles,1152,Cotton,48493205,,,,,,,,
usa,jpn,2015,11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,294815,,,,,,,,
usa,jpn,2015,11,Textiles,1154,Man-made filaments,65102968,,,,,,,,
usa,jpn,2015,11,Textiles,1155,Man-made staple fibres,35315169,,,,,,,,
usa,jpn,2015,11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",61881139,,,,,,,,
usa,jpn,2015,11,Textiles,1157,Carpets and other textile floor coverings,8215136,,,,,,,,
usa,jpn,2015,11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",6107278,,,,,,,,
usa,jpn,2015,11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",40175158,,,,,,,,
usa,jpn,2015,11,Textiles,1160,Fabrics; knitted or crocheted,3753982,,,,,,,,
usa,jpn,2015,11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,93412570,,,,,,,,
usa,jpn,2015,11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,90716432,,,,,,,,
usa,jpn,2015,11,Textiles,1163,Textiles rags,41742372,,,,,,,,
usa,jpn,2015,12,Footwear and Headwear,1264,Footwear,62669889,,,,,,,,
usa,jpn,2015,12,Footwear and Headwear,1265,Headgear and parts thereof,16507251,,,,,,,,
usa,jpn,2015,12,Footwear and Headwear,1266,Umbrellas,473528,,,,,,,,
usa,jpn,2015,12,Footwear and Headwear,1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1376302,,,,,,,,
usa,jpn,2015,13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",178836197,,,,,,,,
usa,jpn,2015,13,Stone And Glass,1369,Ceramic products,92435077,,,,,,,,
usa,jpn,2015,13,Stone And Glass,1370,Glass and glassware,304178777,,,,,,,,
usa,jpn,2015,14,Precious Metals,1471,"Precious metals, gems and jewelry",1304472974,,,,,,,,
usa,jpn,2015,15,Metals,1572,Iron and steel,96257070,,,,,,,,
usa,jpn,2015,15,Metals,1573,Iron or steel articles,373811226,,,,,,,,
usa,jpn,2015,15,Metals,1574,Copper and articles thereof,144247263,,,,,,,,
usa,jpn,2015,15,Metals,1575,Nickel and articles thereof,258567149,,,,,,,,
usa,jpn,2015,15,Metals,1576,Aluminium and articles thereof,377987248,,,,,,,,
usa,jpn,2015,15,Metals,1578,Lead and articles thereof,1889031,,,,,,,,
usa,jpn,2015,15,Metals,1579,Zinc and articles thereof,6950169,,,,,,,,
usa,jpn,2015,15,Metals,1580,Tin; articles thereof,6080612,,,,,,,,
usa,jpn,2015,15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",287924834,,,,,,,,
usa,jpn,2015,15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",119139129,,,,,,,,
usa,jpn,2015,15,Metals,1583,Metal; miscellaneous products of base metal,152250307,,,,,,,,
usa,jpn,2015,16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",6098200836,,,,,,,,
usa,jpn,2015,16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",5325851430,,,,,,,,
usa,jpn,2015,17,Transportation,1786,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",18096464,,,,,,,,
usa,jpn,2015,17,Transportation,1787,Vehicles,1255543896,,,,,,,,
usa,jpn,2015,17,Transportation,1788,"Aircraft, spacecraft and parts ",3944493910,,,,,,,,
usa,jpn,2015,17,Transportation,1789,"Ships, boats and floating structures",59977789,,,,,,,,
usa,jpn,2015,18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",8132869451,,,,,,,,
usa,jpn,2015,18,Instruments,1891,Clocks and watches and parts thereof,34398080,,,,,,,,
usa,jpn,2015,18,Instruments,1892,Musical instruments; parts and accessories of such articles,123321779,,,,,,,,
usa,jpn,2015,19,Weapons,1993,Arms and ammunition; parts and accessories thereof,180544468,,,,,,,,
usa,jpn,2015,20,Miscellaneous,2094,Furniture,247433074,,,,,,,,
usa,jpn,2015,20,Miscellaneous,2095,Toys,192957025,,,,,,,,
usa,jpn,2015,20,Miscellaneous,2096,Miscellaneous manufactured articles,45031036,,,,,,,,
usa,jpn,2015,21,Arts and Antiques,2197,Works of art; collectors' pieces and antiques,193837504,,,,,,,,
usa,jpn,2016,1,Animal Products,101,Animals; live,61752321,,,,,,,,
usa,jpn,2016,1,Animal Products,102,Meat and edible meat offal,2983985000,,,,,,,,
usa,jpn,2016,1,Animal Products,103,Aquatic Animals,780166358,,,,,,,,
usa,jpn,2016,1,Animal Products,104,Edible Animal By-Products,191549856,,,,,,,,
usa,jpn,2016,1,Animal Products,105,Other Animal Products,50782935,,,,,,,,
usa,jpn,2016,2,Vegetable Products,206,"Live trees, plants, bulbs, roots and cut flowers",3858986,,,,,,,,
usa,jpn,2016,2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,281586302,,,,,,,,
usa,jpn,2016,2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",863114057,,,,,,,,
usa,jpn,2016,2,Vegetable Products,209,"Coffee, tea, mate and spices",66706893,,,,,,,,
usa,jpn,2016,2,Vegetable Products,210,Cereals,3029552418,,,,,,,,
usa,jpn,2016,2,Vegetable Products,211,"Products of the milling industry; malt, starches, inulin, wheat gluten",34941482,,,,,,,,
usa,jpn,2016,2,Vegetable Products,212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1597691981,,,,,,,,
usa,jpn,2016,2,Vegetable Products,213,"Lac; gums, resins and other vegetable saps and extracts",24313860,,,,,,,,
usa,jpn,2016,2,Vegetable Products,214,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1970066,,,,,,,,
usa,jpn,2016,3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",56452266,,,,,,,,
usa,jpn,2016,4,Foodstuffs,416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",194016821,,,,,,,,
usa,jpn,2016,4,Foodstuffs,417,Sugars and sugar confectionery,74874363,,,,,,,,
usa,jpn,2016,4,Foodstuffs,418,Cocoa and cocoa preparations,50898444,,,,,,,,
usa,jpn,2016,4,Foodstuffs,419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",102515686,,,,,,,,
usa,jpn,2016,4,Foodstuffs,420,"Preparations of vegetables, fruit, nuts or other parts of plants",536352498,,,,,,,,
usa,jpn,2016,4,Foodstuffs,421,Miscellaneous edible preparations,310570345,,,,,,,,
usa,jpn,2016,4,Foodstuffs,422,"Beverages, spirits and vinegar",323622166,,,,,,,,
usa,jpn,2016,4,Foodstuffs,423,"Food industries, residues and wastes thereof; prepared animal fodder",388241362,,,,,,,,
usa,jpn,2016,4,Foodstuffs,424,Tobacco and manufactured tobacco substitutes,365973580,,,,,,,,
usa,jpn,2016,5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",202440615,,,,,,,,
usa,jpn,2016,5,Mineral Products,526,"Ores, slag and ash",323969579,,,,,,,,
usa,jpn,2016,5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",2410207592,,,,,,,,
usa,jpn,2016,6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",1472817796,,,,,,,,
usa,jpn,2016,6,Chemical Products,629,Organic chemicals,2325318815,,,,,,,,
usa,jpn,2016,6,Chemical Products,630,Pharmaceutical products,4171685931,,,,,,,,
usa,jpn,2016,6,Chemical Products,631,Fertilizers,189307178,,,,,,,,
usa,jpn,2016,6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",214199094,,,,,,,,
usa,jpn,2016,6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",419481942,,,,,,,,
usa,jpn,2016,6,Chemical Products,634,"Soap, organic surface-active agents, others",221348035,,,,,,,,
usa,jpn,2016,6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,126473592,,,,,,,,
usa,jpn,2016,6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,43124866,,,,,,,,
usa,jpn,2016,6,Chemical Products,637,Photographic or cinematographic goods,96799201,,,,,,,,
usa,jpn,2016,6,Chemical Products,638,Chemical products n.e.s.,1268647283,,,,,,,,
usa,jpn,2016,7,Plastics and Rubbers,739,Plastics and articles thereof,1699966244,,,,,,,,
usa,jpn,2016,7,Plastics and Rubbers,740,Rubber and rubber articles,251149406,,,,,,,,
usa,jpn,2016,8,Animal Hides,841,Raw leather from different animals,31694765,,,,,,,,
usa,jpn,2016,8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",111226265,,,,,,,,
usa,jpn,2016,8,Animal Hides,843,Furskins and artificial fur; manufactures thereof,843135,,,,,,,,
usa,jpn,2016,9,Wood Products,944,Wood and articles of wood; wood charcoal,731163287,,,,,,,,
usa,jpn,2016,9,Wood Products,945,Cork and articles of cork,85326,,,,,,,,
usa,jpn,2016,9,Wood Products,946,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",278558,,,,,,,,
usa,jpn,2016,10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material,469619847,,,,,,,,
usa,jpn,2016,10,Paper Goods,1048,Paper Articles,628217703,,,,,,,,
usa,jpn,2016,10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",134771457,,,,,,,,
usa,jpn,2016,11,Textiles,1150,Silk,262657,,,,,,,,
usa,jpn,2016,11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1042704,,,,,,,,
usa,jpn,2016,11,Textiles,1152,Cotton,48718600,,,,,,,,
usa,jpn,2016,11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,224135,,,,,,,,
usa,jpn,2016,11,Textiles,1154,Man-made filaments,58798336,,,,,,,,
usa,jpn,2016,11,Textiles,1155,Man-made staple fibres,33047041,,,,,,,,
usa,jpn,2016,11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",57952956,,,,,,,,
usa,jpn,2016,11,Textiles,1157,Carpets and other textile floor coverings,8429342,,,,,,,,
usa,jpn,2016,11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",4805715,,,,,,,,
usa,jpn,2016,11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",41847324,,,,,,,,
usa,jpn,2016,11,Textiles,1160,Fabrics; knitted or crocheted,4869261,,,,,,,,
usa,jpn,2016,11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,80678778,,,,,,,,
usa,jpn,2016,11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,78454862,,,,,,,,
usa,jpn,2016,11,Textiles,1163,Textiles rags,45284423,,,,,,,,
usa,jpn,2016,12,Footwear and Headwear,1264,Footwear,52347038,,,,,,,,
usa,jpn,2016,12,Footwear and Headwear,1265,Headgear and parts thereof,15526776,,,,,,,,
usa,jpn,2016,12,Footwear and Headwear,1266,Umbrellas,399252,,,,,,,,
usa,jpn,2016,12,Footwear and Headwear,1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1358545,,,,,,,,
usa,jpn,2016,13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",177639082,,,,,,,,
usa,jpn,2016,13,Stone And Glass,1369,Ceramic products,91621462,,,,,,,,
usa,jpn,2016,13,Stone And Glass,1370,Glass and glassware,322952979,,,,,,,,
usa,jpn,2016,14,Precious Metals,1471,"Precious metals, gems and jewelry",1293247506,,,,,,,,
usa,jpn,2016,15,Metals,1572,Iron and steel,79037314,,,,,,,,
usa,jpn,2016,15,Metals,1573,Iron or steel articles,405729975,,,,,,,,
usa,jpn,2016,15,Metals,1574,Copper and articles thereof,114163065,,,,,,,,
usa,jpn,2016,15,Metals,1575,Nickel and articles thereof,158646088,,,,,,,,
usa,jpn,2016,15,Metals,1576,Aluminium and articles thereof,411301784,,,,,,,,
usa,jpn,2016,15,Metals,1578,Lead and articles thereof,883576,,,,,,,,
usa,jpn,2016,15,Metals,1579,Zinc and articles thereof,3711120,,,,,,,,
usa,jpn,2016,15,Metals,1580,Tin; articles thereof,5921267,,,,,,,,
usa,jpn,2016,15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",293468484,,,,,,,,
usa,jpn,2016,15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",134281998,,,,,,,,
usa,jpn,2016,15,Metals,1583,Metal; miscellaneous products of base metal,109266796,,,,,,,,
usa,jpn,2016,16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",6650693028,,,,,,,,
usa,jpn,2016,16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",5543077827,,,,,,,,
usa,jpn,2016,17,Transportation,1786,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",26841942,,,,,,,,
usa,jpn,2016,17,Transportation,1787,Vehicles,1363845119,,,,,,,,
usa,jpn,2016,17,Transportation,1788,"Aircraft, spacecraft and parts ",4562381445,,,,,,,,
usa,jpn,2016,17,Transportation,1789,"Ships, boats and floating structures",72250432,,,,,,,,
usa,jpn,2016,18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",7912670220,,,,,,,,
usa,jpn,2016,18,Instruments,1891,Clocks and watches and parts thereof,29750941,,,,,,,,
usa,jpn,2016,18,Instruments,1892,Musical instruments; parts and accessories of such articles,133032966,,,,,,,,
usa,jpn,2016,19,Weapons,1993,Arms and ammunition; parts and accessories thereof,276784209,,,,,,,,
usa,jpn,2016,20,Miscellaneous,2094,Furniture,239219508,,,,,,,,
usa,jpn,2016,20,Miscellaneous,2095,Toys,216719441,,,,,,,,
usa,jpn,2016,20,Miscellaneous,2096,Miscellaneous manufactured articles,39622792,,,,,,,,
usa,jpn,2016,21,Arts and Antiques,2197,Works of art; collectors' pieces and antiques,259789917,,,,,,,,
usa,jpn,2017,1,Animal Products,101,Animals; live,56977805,,,,,,,,
usa,jpn,2017,1,Animal Products,102,Meat and edible meat offal,3193181895,,,,,,,,
usa,jpn,2017,1,Animal Products,103,Aquatic Animals,1029868657,,,,,,,,
usa,jpn,2017,1,Animal Products,104,Edible Animal By-Products,247518532,,,,,,,,
usa,jpn,2017,1,Animal Products,105,Other Animal Products,57444339,,,,,,,,
usa,jpn,2017,2,Vegetable Products,206,"Live trees, plants, bulbs, roots and cut flowers",3925332,,,,,,,,
usa,jpn,2017,2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,245776234,,,,,,,,
usa,jpn,2017,2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",841219874,,,,,,,,
usa,jpn,2017,2,Vegetable Products,209,"Coffee, tea, mate and spices",67197153,,,,,,,,
usa,jpn,2017,2,Vegetable Products,210,Cereals,3215983377,,,,,,,,
usa,jpn,2017,2,Vegetable Products,211,"Products of the milling industry; malt, starches, inulin, wheat gluten",40710409,,,,,,,,
usa,jpn,2017,2,Vegetable Products,212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1665849731,,,,,,,,
usa,jpn,2017,2,Vegetable Products,213,"Lac; gums, resins and other vegetable saps and extracts",28923314,,,,,,,,
usa,jpn,2017,2,Vegetable Products,214,Vegetable plaiting materials; vegetable products not elsewhere specified or included,10228108,,,,,,,,
usa,jpn,2017,3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",51988071,,,,,,,,
